Code,Longitude,Latitude,Network,Name,Data From,Data To,Operational Currently
M0870,-79.41667,-2.15,M,NORTON,1984,1987,No
M0871,-79.48333,-2.15,M,CONDUCTA,1984,1987,No
M0872,-78.40861111,0.256388889,M,INGUINCHO # 2,,,No
M0873,-78.41111111,0.256111111,M,INGUINCHO # 3,,,No
M0874,-78.40472,0.24278,M,INGUINCHO # 4,1976,1985,No
M0875,-78.41028,0.26028,M,INGUINCHO # 6,1976,1985,No
M0876,0.0,0.0,M,INGUINCHO A,,,No
M0877,0.0,0.0,M,INGUINCHO B,,,No
M0878,0.0,0.0,M,INGUINCHO C,,,No
M0879,-77.78139,0.53083,M,APAQUI D.J MINAS,1967,1973,No
M0880,-78.52639,-0.08778,M,HDA.CUCHO(PV2),1986,1986,No
M0881,0.0,0.0,M,BICOCA-VENTANAS,,,No
M0883,0.0,0.0,M,HDA.BALAO CHICO(BALAO),,,No
M0884,0.0,0.0,M,BONITA-VENTANAS,,,No
M0885,0.0,0.0,M,GRANJA EXP.DE VAINILLO,,,No
M0886,-78.45666667,-0.1825,M,BELLAVISTA T(PV20) EPMAPS QUITO,,,No
M0887,-78.8,-0.9,M,HUAYRAPUNGO,,,No
M0888,0.0,0.0,M,JIMBILLA,,,No
M0889,0.0,0.0,M,CLEMENTINA DNB,,,No
M0890,-79.8,-4.1,M,LUCARQUI,,,No
M0891,-79.8,-1.675,M,LA MARINA #15,1995,1997,No
M0892,0.0,0.0,M,LOMA LARGA,,,No
M0893,-79.53333333,-1.75,M,HDA.LA JULIA(KM.10-BABAHOYO),,,No
M0894,0.0,0.0,M,MANGO ARROCERO,,,No
M0895,-80.32667,-1.5,M,MOCORA GRANDE,1987,2003,No
M0897,0.0,0.0,M,MARTINICA-BABA,,,No
M0898,0.0,0.0,M,MONTAÑA-QUEVEDO,,,No
M0899,-79.50472222,-1.678611111,M,PANIGON # 12,1986,2015,No
M0900,-78.46666667,-1.416666667,M,PUENTE LAS JUNTAS,,,No
M0901,-79.325,-1.616666667,M,PITA CEDEGE,1987,2018,No
M0902,-78.13333333,0.533333333,M,SALINAS-IMBABURA INECEL,,,No
M0903,0.0,0.0,M,HDA.SAN HONORATO(BAL-EMP),,,No
M0904,-78.66666667,0.083333333,M,SANTA M-PINGULMI,,,No
M0905,0.0,0.0,M,TABLAS CHICO #11,,,No
M0906,-79.95222222,-1.055833333,M,SOLANO-CEDEGE,1986,2018,No
M0907,-79.58333333,-3.966666667,M,VENTOLERA VELAC,,,No
M0908,-91.048778,-0.841861,M,TOMAS DE BERLANGA,1988,2018,No
M0909,-78.327278,0.25875,M,GUALSAQUI,1985,2018,No
M0910,-78.34222,0.27194,M,MORASPUGRO-IMBABURA,1985,2002,No
M0911,-78.29972,0.25194,M,RIO BLANCO(CUENCA EXP.),1985,1994,No
M0912,-78.3425,0.225833333,M,SAN JOAQUIN,,,No
M0913,-78.50972,-0.16583,M,HDA.MI CIELO(PV18),1975,1985,No
M0914,-78.51805556,-0.502777778,M,RUMIPAMBA INERHI,,,No
M0915,-78.475,-0.194444444,M,GUAPULO,,,No
M0916,-78.54305556,-0.205555556,M,SAN FRANCISCO INERHI,,,No
M0917,-78.49444444,-0.231944444,M,PUENGASI,,,No
M0918,-78.52083333,-0.236666667,M,LA MAGDALENA,,,No
M0919,-78.50694,-0.26667,M,MIRAVALLE,1989,1990,No
M0920,-78.575,-0.323611111,M,TIRICUCHO,,,No
M0921,-78.55416667,-0.270833333,M,CHILLOGALLO,,,No
M0922,-80.48555556,-2.380833333,M,RIO TINTO 1(PG1),,,No
M0923,-80.515,-2.387777778,M,RIO TINTO 2(PGM2),,,No
M0924,-80.50361,-2.38778,M,RIO TINTO 3(PGM3),2011,2011,No
M0925,-80.50805556,-2.398055556,M,RIO TINTO 4(PGM4),,,No
M0926,-80.48833333,-2.400833333,M,RIO TINTO 5(PGM5),,,No
M0927,-80.4675,-2.395833333,M,RIO TINTO 6(PGM6),,,No
M0928,-80.47694444,-2.424444444,M,RIO TINTO 7(PGM7),,,No
M0929,-80.4725,-2.463055556,M,RIO TINTO 8(PG8),,,No
M0930,-80.48138889,-2.434722222,M,RIO TINTO 9(PGM8),,,No
M0931,-80.46527778,-2.47,M,RIO TINTO 10(PG9),,,No
M0932,-80.45305556,-2.454722222,M,RIO TINTO 11(PG10),,,No
M0933,-80.45638889,-2.440277778,M,RIO TINTO 12(PG11),,,No
M0934,-80.44833333,-2.428055556,M,RIO TINTO 13(PGM12),,,No
M0935,-80.43611111,-2.385833333,M,RIO TINTO 14(PG13),,,No
M0936,-80.49555556,-2.377777778,M,RIO TINTO 15(PG15),,,No
M0939,-78.54222222,-0.1175,M,CONTADERO(PG4M),,,No
M0940,-78.51916667,-0.123888889,M,LOMA GORDA(PG5MD),,,No
M0941,-78.50527778,-0.121666667,M,SAN CARLOS T(PT6D),,,No
M0942,-78.50222222,-0.139166667,M,PULIDA CHICA(PG7MD),,,No
M0943,-78.47361111,-0.136666667,M,AVIACION CIVIL(PV9),,,No
M0944,-78.51611111,-0.148055556,M,EL SOMBRERITO(PV10),,,No
M0945,-78.52027778,-0.153611111,M,SOBRE SOMBRERITO(PG11M),,,No
M0946,-78.53444444,-0.136111111,M,CHINILOMA(PG12M),,,No
M0947,-78.51111111,-0.176666667,M,RUMANACCHA(PG13D),,,No
M0948,-78.51917,-0.10889,M,SAN JOSE(CA.NONO),2010,2010,No
M0949,-78.52472222,-0.029722222,M,HDA.GRANDA CENTENO,,,No
M0950,-78.53888889,-0.158888889,M,CERRO VENTANILLA(PG14M),,,No
M0951,-78.51027778,-0.190555556,M,ECUADOR-TENIS(PV21),,,No
M0952,-78.47777778,-0.136944444,M,POZO 17,,,No
M0953,-78.54528,-0.16889,M,PICHINCHA(PG23S),1972,1972,No
M0954,-78.53277778,-0.185277778,M,CRUZ LOMA-ANTENAS - EPMAPS QUITO,,,No
M0955,-78.52694444,-0.179166667,M,MIRADOR LOMA(PG26M),,,No
M0956,-78.47277778,-0.186944444,M,EL BATAN(PG28M),,,No
M0957,-78.48527778,-0.181388889,M,"CRUZ ""B""(PV29)",,,No
M0958,-78.51694444,-0.212222222,M,EL PLACER PLTA.(PT32D),,,No
M0959,-78.54694444,-0.232777778,M,CACHUCTO(PV35),,,No
M0960,-78.56611111,-0.241944444,M,GUAIRAPUNGO(PV36),,,No
M0961,-78.54111111,-0.269722222,M,SANTA RITA(PG37D),,,No
M0962,-78.59305556,-0.269722222,M,HDA.LA DOLOROSA(PG39D),,,No
M0963,-78.60611111,-0.277222222,M,HDA.EL ROSARIO(PV40)-LLOA,,,No
M0964,-78.57111111,-0.284722222,M,LA LIBERTAD TR(PT41D),,,No
M0965,-78.58333,-0.29222,M,HDA.CEVALLOS(PV42),1981,1981,No
M0966,-78.53527778,-0.308333333,M,RADIO COLON-ANTENAS(PV43),,,No
M0967,-78.55472222,-0.3125,M,HDA.ORTEGA(PV44),,,No
M0968,-78.59944444,-0.314444444,M,ATACAZO EPMAPS-Q(PV45),,,No
M0969,-80.44361111,-2.403888889,M,RIO TINTO 16(PG16),,,No
M0970,-80.54527778,-1.591388889,M,BAJO GRANDE(PV11),,,No
M0971,-80.56833333,-1.603055556,M,CHONTAL(PV10),,,No
M0972,-80.52805556,-1.623611111,M,CRISTOBAL COLON(PV14),,,No
M0973,-80.54444444,-1.640833333,M,SAN PLACIDO CRM(PV13),,,No
M0974,-80.51055556,-1.645833333,M,LA QUINTA(PV15),,,No
M0975,-80.49389,-1.63417,M,BANCHAL P.CARRETERA(PV25),1984,1987,No
M0976,-80.50083333,-1.6825,M,LA POZA(PV17),,,No
M0977,-80.50444444,-1.718888889,M,GRAMALOTAL(PV18),,,No
M0978,-80.54888889,-1.698333333,M,LA ALAMBRADA(PV2),,,No
M0979,-80.51972,-1.75306,M,BELLAVISTA(PV21),1975,1975,No
M0980,-80.49333333,-1.633611111,M,TERRENOS CRM(PV1),,,No
M0981,-80.51444444,-1.602222222,M,SAN ANTONIO(PV7),,,No
M0982,-80.50722222,-1.612222222,M,LA ITALIA(PV6),,,No
M0983,-80.51777778,-1.611388889,M,LA LOMA(PV5),,,No
M0984,-80.51527778,-1.620833333,M,LAS GUABAS(PV4),,,No
M0985,-80.50944444,-1.628611111,M,LAS GUABAS(PV3),,,No
M0986,-80.51083,-1.57111,M,NUEVA UNION(PV8),1990,1990,No
M0987,-80.48333333,-1.607777778,M,CAÑAS DE BANCHAL(PV9),,,No
M0988,-80.44555556,-1.679722222,M,CARRETERA MANTA-GUAYAS,,,No
M0989,-80.4925,-1.762222222,M,SAN ANTONIO MARAVILLAS(PV20),,,No
M0990,-80.55083333,-1.736388889,M,LAS DELICIAS CRM,,,No
M0991,-80.50444444,-1.623611111,M,TERRENOS DE B.MERCHAN(PG1),,,No
M0992,-80.51305556,-1.634166667,M,UNION RIO P.P.GOMEZ-GRAMALOTAL(PG22),,,No
M0993,0.0,0.0,M,ZUMBAGUA,,,No
M0994,0.0,0.0,M,CALACALI MAG,,,No
M0995,0.0,0.0,M,ILALO(COM.CHUSPIACU),,,No
M0996,-78.38333333,-0.266666667,M,ALANGASI,,,No
M0997,0.0,0.0,M,ASCAZUBI MAG,,,No
M0998,0.0,0.0,M,TOTORILLAS(HDA.MAG),,,No
M0999,0.0,0.0,M,PUNIN-FLORES,,,No
M1000,0.0,0.0,M,HUALPITE(GUAMOTE),,,No
M1001,0.0,0.0,M,PALMIRA DAVALOS MAG,,,No
M1002,-78.3,0.083333333,M,COCHASQUI-PICACHOS MAG,,,No
M1003,0.0,0.0,M,JAGUA EN HDA.EL MIRADOR,,,No
M1004,0.0,0.0,M,BALAO EN HDA.EL RECREO,,,No
M1005,0.0,0.0,M,SIETE PTE.CARRETERA,,,No
M1006,0.0,0.0,M,RECINTO SOLEDAD,,,No
M1007,-79.61666667,0.95,M,LA PALMA,,,No
M1008,0.0,0.0,M,CANAL 8 TV,,,No
M1009,-79.41,0.2275,M,HDA.TATIANA,,,No
M1010,-79.39416667,0.089722222,M,KM.54 ERCO,,,No
M1011,-78.67527778,0.008611111,M,TANDAYAPA,,,No
M1012,-78.34861111,0.0175,M,HOSPITAL,,,No
M1013,-79.45055556,-0.032777778,M,MACHE-HDA.LA TOLITA,,,No
M1014,-79.38388889,-0.070277778,M,MACHE-PLAN PILOTO,,,No
M1015,-78.80083333,-0.013055556,M,MINDO-HDA.PONDEROSA,,,No
M1016,-78.44777778,-0.012222222,M,HDA.OASIS,,,No
M1017,-78.44916667,-0.026111111,M,HDA.LA HERLINDA,,,No
M1018,-78.61666667,-0.783333333,M,LASSO-H.LA AVELINA,,,No
M1019,-78.99722222,-0.319722222,M,ALLURIQUIN INAMHI,,,No
M1020,-79.37527778,0.453333333,M,HDA.COLE,,,No
M1021,-79.67972,0.925,M,LA PROPICIA,1973,1980,No
M1022,-78.93333333,0.8,M,ZAPALLO,,,No
M1023,-79.86805556,-3.623888889,M,LAS CHILCAS,,,No
M1024,-80.46305556,-1.576666667,M,ANONAS DE PAJAN,,,No
M1025,-80.315,-0.695833333,M,KM.21 BAHIA-CHONE,,,No
M1026,-79.00694444,-1.649444444,M,LLACAN,,,No
M1027,-80.0425,-0.567222222,M,RICAURTE-MANABI,,,No
M1028,-77.775,0.571944444,M,RIO MINAS,,,No
M1029,-77.68333333,-1.233333333,M,ARAJUNO,,,No
M1030,-79.66666667,-1.9,M,ISLA SILVA,,,No
M1031,-78.56666667,-0.616666667,M,HDA.REFUGIO,,,No
M1032,-78.05,-1.483333333,M,SEDIA-MADRE TIERRA,,,No
M1033,-79.88333333,-2.2,M,GUAYAQUIL FAE,,,No
M1034,-78.73333333,-1.6,M,LUISA,,,No
M1035,-78.75,1.25,M,LA CHIQUITA-ESMERALDAS,,,No
M1036,-78.68521389,-1.650833333,M,RIOBAMBA POLITECNICA,1978,2022,Yes
M1037,0.0,0.0,M,TIGRERA,,,No
M1039,-79.58333333,-1.366666667,M,HDA.STA.LUCIA-PALENQUE,,,No
M1040,-78.12500556,-2.229819444,M,MACAS SAN ISIDRO-PNS,2008,2020,Yes
M1041,0.0,0.0,M,CTO.TARRAGONA,,,No
M1042,0.0,0.0,M,RANCHO CHICO,,,No
M1043,0.0,0.0,M,LA RINCONADA-EL COLORADO,,,No
M1044,0.0,0.0,M,PICOAZA,,,No
M1045,-79.35,-2.166666667,M,NARANJITO-ING.ROCAFUERTE,,,No
M1046,0.0,0.0,M,BOCA DE TAZONES,,,No
M1047,0.0,0.0,M,ESTERO TIGRE,,,No
M1048,0.0,0.0,M,ESTERO TIMBRE,,,No
M1049,0.0,0.0,M,PIEDRA FINA,,,No
M1050,0.0,0.0,M,QUINTA FRAY LUIS,,,No
M1051,-78.38333,-1.06667,M,PISAYAMBO-LAGUNA,1987,1993,No
M1052,-78.53333333,-0.4,M,TAMBILLO-ESTACION EXP.,,,No
M1053,-78.6,-0.816666667,M,LIMACHE,,,No
M1054,-79.96666667,-1.75,M,SANTA LUCIA,,,No
M1055,-80.86666667,-2.233333333,M,SANTA ELENA-PENINSULA,,,No
M1056,-78.46666667,-0.033333333,M,POMASQUI,,,No
M1057,-78.43333333,-0.133333333,M,ZAMBIZA-EPMAPS,,,No
M1058,0.0,0.0,M,QUITO-ALFARO,,,No
M1059,-78.51666667,-0.25,M,RUCO PICHINCHA (1),,,No
M1060,-78.51666667,-0.25,M,RUCO PICHINCHA (2),,,No
M1061,-78.274278,-0.005111,M,OTON - FLODECOL,,,No
M1062,-77.98333333,0.45,M,CHOTA-H.S.RAFAEL,,,No
M1063,-78.43960278,-0.289222222,M,EL TINGO-BALNEARIO,,,No
M1064,0.0,0.0,M,AMAGUAÑA,,,No
M1065,-78.7,-0.68333,M,HUINZA(SAN CARLOS-COTOPAXI),1987,1993,No
M1066,-78.71044722,-0.750805556,M,COTOPILALO CONVENIO INAMHI-CESA,1988,2019,No
M1067,-78.63333,-1.9,M,CEBADAS CONVENIO INAMHI-CESA,1989,1990,No
M1068,-79.01667,-3.26667,M,YANALLPA CONVENIO INAMHI-CESA,1988,1990,No
M1069,-78.81884722,-1.276036111,M,CALAMACA CONVENIO INAMHI HCPT,1988,2018,No
M1071,-78.82868,-1.37929,M,MULA CORRAL CONVENIO INAMHI-HCPT,1988,1991,No
M1072,-79.2,-3.88333,M,JIMBILLA,1987,1992,No
M1073,-78.13333,-0.33333,M,PAPALLACTA INECEL,1989,1992,No
M1074,-80.806669,-1.6743,M,AYAMPE - EX CRM,1984,2019,No
M1075,-79.96667,-0.85,M,DOS BOCAS,1984,1990,No
M1076,-80.17905,-1.104863889,M,GUAJABE-POZA HONDA-EX CRM,1984,2018,No
M1077,-80.12188056,-1.096008333,M,BELLA FLOR - EX CRM,1984,2017,No
M1078,-80.75975278,-1.672063889,M,GUALE AYAMPE- EX CRM,1984,2018,No
M1079,-80.0375,-0.275,M,CONVENTO- EX CRM,1984,2017,No
M1080,-80.20350556,-1.111313889,M,POZA HONDA -EX CRM,1985,2016,No
M1081,-80.684194,-1.673528,M,LA COLOMBIA (AYAMPE),1984,2019,No
M1082,-80.46667,-0.95,M,CEIBAL,1986,1994,No
M1083,-79.835,-1.83917,M,SALITRE CEDEGE-COL 27 NOV.,1986,2007,No
M1084,-80.47361111,-0.905555556,M,LA JAGUA,,,No
M1085,-80.0325,-1.797222222,M,PLAN AMERICA - DAULE,1986,2018,No
M1086,-79.3575,-0.686388889,M,LA FLORIDA,1986,2018,No
M1088,-80.34995278,-0.524797222,M,BOTADERO (RIO BRICENIO),1987,2018,No
M1089,-79.976444,-1.070222,M,LA AZUCENA- EX CRM,1987,2018,No
M1090,-80.095306,-1.053111,M,SAN MIGUEL EN SAN PLACIDO,1987,2018,No
M1091,-80.01194444,-0.687777778,M,RIO GRANDE AJ MOSQUITO(CHONE),1985,2017,No
M1092,-80.58732778,-1.256108333,M,SANCAN-CRM,1988,2018,No
M1094,-78.25505278,0.011155556,M,TOMALON-TABACUNDO,1990,2022,Yes
M1095,-79.353282,-2.443048,M,INGENIO AZTRA,1989,2020,Yes
M1096,-79.899906,-2.180517,M,GUAYAQUIL U. ESTATAL,1992,2015,No
M1097,-79.61,-3.579722222,M,LA ESPERANZA (PREDESUR),2011,2016,No
M1098,-79.52777778,-3.625555556,M,SAN LORENZO (PREDESUR),2011,2016,No
M1099,-79.56305556,-3.655555556,M,ORTEGA (PREDESUR),2012,2019,No
M1100,-79.52389,-3.69167,M,CANALAL (PREDESUR),2011,2011,No
M1101,-79.49166667,-3.818611111,M,SAN JOSE (PREDESUR),2012,2018,No
M1102,-79.625,-3.845833333,M,ACHIOTE (PREDESUR),,,No
M1103,-79.53805556,-3.9125,M,ZAMBI (PREDESUR),1992,2019,No
M1104,-80.00055556,-0.568611111,M,RIO SANTO,2008,2018,No
M1105,-79.9455,-0.730972216,M,RIO GRANDE INAMHI,2008,2018,No
M1106,-78.63083,-2.65778,M,GUARAINAG,1990,1992,No
M1107,-78.99846944,-1.614341653,M,LAGUACOTO,1993,2015,No
M1108,-78.93917,-2.64778,M,HACIENDA ESMERALDA,1991,1992,No
M1109,-78.43333333,-2.583333333,M,GUARUMALES,,,No
M1110,-78.45,-2.58333,M,SOPLADORA,1989,1992,No
M1111,-79.033694,-2.680222,M,CHANLUD,2000,2021,Yes
M1112,-78.955,-2.73167,M,NAMURELTE,1991,1992,No
M1113,-78.86806,-2.82167,M,BURGAY PARCELA,1989,1991,No
M1114,-78.65306,-2.82194,M,SANTA TERESITA,1989,1992,No
M1115,-79.2325,-2.94667,M,SOLDADOS,1989,1992,No
M1116,-78.87944,-2.87222,M,JADAN PARCELA,1989,1991,No
M1117,-79.034911,-1.679792,M,INSTITUTO TECNICO 3 DE MARZO,1995,2018,No
M1118,-89.61667,-0.9,M,SAN CRISTOBAL-INOCAR,1986,1993,No
M1119,-90.41111,-0.68889,M,SANTA CRUZ- INOCAR,1986,1993,No
M1120,-80.93333,-2.23333,M,LA LIBERTAD-INOCAR,1988,1999,No
M1121,-80.43333,-0.58333,M,BAHIA DE CARAQUEZ-INOCAR,1986,1988,No
M1122,-90.25,-0.46667,M,ISLA BALTRA-INOCAR,1988,1993,No
M1123,-79.63189167,-2.345511111,M,HACIENDA TAURA (BANATEL),1996,2020,Yes
M1124,-77.919355,-0.674175,M,SIERRAZUL,1996,2020,Yes
M1125,-78.59305556,-0.458333333,M,AYCHAPICHO-CEEA,,,No
M1126,-78.41194444,-0.388611111,M,INST.AGROPECUARIO SUPERIOR ANDINO-IASA,,,No
M1127,-80.22028,-1.84611,M,SABANILLA-GUAYAS,1967,1970,No
M1128,-79.43166667,-4.414444444,M,EL INGENIO,1995,2016,No
M1129,-80.42651944,-4.155786111,M,MANGAHURCO,2014,2018,No
M1130,-78.75873,-1.866928,M,SHIRY XII,2001,2017,No
M1131,-79.29277778,-2.909722222,M,CANCAN,,,No
M1132,-79.08361111,-3.119444444,M,PORTETE CABECERA DEL TARQUI,,,No
M1133,-78.93722222,-2.633611111,M,LA ESMERALDA (BURGAY CABECERA),,,No
M1134,-78.80444444,-3.164166667,M,MOLON (SANTA BARBARA CABECERA),,,No
M1135,-78.79666667,-2.658055556,M,NUDPUD,,,No
M1136,-79.06583333,-2.875277778,M,MATADERO D.J. SAYAUSI,,,No
M1137,-79.16916667,-2.943333333,M,YANUNCAY EN PUCAN,,,No
M1138,-79.03222222,-3.036388889,M,TARQUI D.J. CUMBE,,,No
M1139,-78.80527778,-2.820555556,M,GUALACEO D.J. PAMAR (PIRUCAY),,,No
M1140,-79.19639,-2.23556,M,COSMOAGRO,1998,2001,No
M1141,0.0,0.0,M,COLAISACA-PREDESUR,,,No
M1142,0.0,0.0,M,ALAMOR-PREDESUR,,,No
M1143,-79.69277778,-3.365833333,M,EL PORVENIR,2012,2019,No
M1144,-80.18333333,-1.2,M,LA SIERRILLA CEDEGE,,,No
M1145,-80.35,-1.266666667,M,JABONCILLO-CEDEGE,,,No
M1146,-80.36194444,-2.185555556,M,JULIO MORENO-CEDEGE,1990,2017,No
M1147,-80.23333333,-1.525,M,LASCANO-CEDEGE,,,No
M1148,-79.49916667,-2.256944444,M,PRIMO BANANO,2006,2015,No
M1149,-79.39694,-0.69083,M,SAN CRISTOBAL-CEDEGE,2004,2015,No
M1150,-80.548045,-2.005565,M,SAN VICENTE DE COLONCHE-CEDEGE,2005,2014,No
M1151,-79.94833,-1.05167,M,SANDRITA (PILARCITA),2004,2008,No
M1152,-80.45333333,-2.198888889,M,SUBE Y BAJA-CEDEGE,1990,2018,No
M1155,-79.135,-1.55111,M,LAS MONJAS (CEDEGE),1987,2012,No
M1156,-78.42718611,-0.177016667,M,NAYON GRANJA SANTA ANA - PUCE,2007,2019,No
M1157,-79.75667,-2.80167,M,NARANJAL-MARFRISCO,2007,2008,No
M1158,-79.52388889,-3.691666667,M,CANELAL,,,No
M1159,-80.41027778,-4.076111111,M,CAÑAVERAL,2011,2018,No
M1160,-79.71555556,-3.746111111,M,CAPIRO,2011,2018,No
M1161,-79.33916667,-3.601388889,M,CELEN,2011,2016,No
M1162,-79.37194,-3.76667,M,GUALEL,2011,2018,No
M1163,-79.74277778,-3.803333333,M,LOS AMARILLOS,2011,2016,No
M1164,-80.27444444,-4.051944444,M,MANGAHURQUILLO,2011,2016,No
M1165,-79.31667,-3.62556,M,MATER,2011,2013,No
M1166,-80.27277778,-4.165555556,M,PALETILLAS,2011,2018,No
M1167,-79.44694444,-3.570555556,M,SABADEL,2011,2018,No
M1169,-79.76,-3.849166667,M,SANTA RUFINA,2011,2015,No
M1170,-80.87507383,-2.233576824,M,SANTA ELENA,2002,2016,Yes
M1171,-77.48361111,-0.745277778,M,HUATICOCHA,2006,2018,No
