Code,Longitude,Latitude,Network,Name,Data From,Data To,Operational Currently
M1172,-79.16642,-3.41267,M,CARTAGENA-OÑA,2007,2013,No
M1173,-80.21777778,-2.768888889,M,ISLA PUNA-SECTOR BELLAVISTA,2008,2016,No
M1174,-78.67444,0.19583,M,LA PERLA,1999,2000,No
M1175,-78.76806,-0.05306,M,MINDO-HCPP,1998,2003,No
M1176,-78.89639,0.03167,M,SAN MIGUEL DE LOS BANCOS-HCCP,1999,2003,No
M1177,-78.99722222,-0.321111111,M,ALLURIQUIN-HCPP,,,No
M1178,-79.17222,0.01778,M,RIO CAONI,1999,1999,No
M1179,-79.17916667,-0.448888889,M,LA REFORMA,,,No
M1180,-79.18472,0.11389,M,PUERTO QUITO-UTE-HCPP,1999,2001,No
M1181,-79.22278,0.3225,M,BUENOS AIRES-HCPP,1999,2003,No
M1182,-79.44528,-0.07944,M,LAS VILLEGAS,2014,2014,No
M1183,-78.543417,-0.102167,M,RUNDOPAMBA,2000,2017,No
M1184,-78.80125,0.1435,M,LA DELICIA-HCPP,2013,2017,No
M1185,-78.90333333,-0.214444444,M,MAR DE LA TRANQUILIDAD,2013,2018,No
M1186,-78.988694,-0.075058,M,COOP. U. GANADEROS ORENSES,2000,2018,No
M1187,-79.02611111,0.097777778,M,KM 113 - V.F. RIO SILANCHI,,,No
M1188,-79.06527778,-0.203611111,M,EL EDEN GANADERO,,,No
M1189,-79.06944444,0.164444444,M,LA CELICA,,,No
M1190,-79.089583,-0.014531,M,SAN BERNABE,2013,2018,Yes
M1191,-78.973331,0.189306,M,MONTE OLIVO - HCPP,2000,2018,No
M1192,-78.825833,-0.26,M,EL PASO,2013,2017,No
M1193,-78.84833333,-0.281666667,M,EL VOLANTE,,,No
M1194,-79.14194444,-0.3425,M,AQUEPI,,,No
M1195,-79.45,0.314444444,M,LA TERCERA,,,No
M1196,-79.575,-0.018333333,M,GUADALAJARA,,,No
M1197,-79.32888889,-0.639444444,M,TIGRE ALTO,,,No
M1198,-79.28611111,-0.158055556,M,UMPE CHICO,,,No
M1199,-77.75083333,0.6175,M,HUACA HACIENDA-UPEC,2008,2018,No
M1200,-78.45,-0.05,M,POMASQUI,1998,2003,No
M1201,-78.20056,0.44306,M,CHIRIYACU,1998,2003,No
M1202,-79.71861,0.35472,M,BILSA JATUN SACHA,1999,2000,No
M1203,-77.336903,0.040479,M,LUMBAQUI,2003,2018,No
M1204,-80.1,-0.88333,M,QUIROGA,1991,2002,No
M1205,-80.08081667,-0.009755556,M,CUAQUE PEDERNALES,1990,2018,No
M1206,-77.71666667,0.594444444,M,GUANDERAS,,,No
M1207,-80.062791,-1.921539,M,NOBOL,2001,2018,Yes
M1208,-80.38735556,-1.173432825,M,LA TEODOMIRA,2002,2022,Yes
M1209,-78.72225,-2.015083,M,TOTORILLAS,2005,2022,Yes
M1210,-78.70622778,-0.956613889,M,PUJILI,2003,2013,No
M1211,-78.43333333,0.319444444,M,QUININDE INST.SUPERIOR AGROPECUARIO,,,No
M1212,-79.46404722,-3.222763889,M,PUCARA-COLEGIO TEC.AGROP.,2004,2016,No
M1213,-80.05895556,-4.118352778,M,POZUL COLEGIO AGROP.RODRIGUEZ,2004,2019,No
M1214,-79.43311667,-4.140558333,M,NAMBACOLA-COLEGIO AGROP.CUEVA,2004,2018,No
M1215,-79.12222222,-0.531666667,M,LA LIBERTAD-RIO BLANCO,2005,2018,No
M1216,-79.01667,-2.88194,M,EL CEBOLLAR,2004,2012,No
M1217,-80.39746667,-0.659377778,M,BAHIA DE CARAQUEZ-PUCE,2006,2021,Yes
M1218,-76.35729,-0.15792,M,TARAPOA UMDS-C FINCA MUNICIPAL,2009,2010,No
M1219,-77.81906666,-0.916849997,M,TENA HDA. CHAUPISHUNGO,2008,2020,Yes
M1220,-80.00879167,-1.072525,M,ATASCOSO (VIA PICHINCHA),2000,2019,No
M1221,-77.3175,-0.503888889,M,SAN JOSE DE PAYAMINO,2010,2018,No
M1223,-77.98333,-1.06667,M,ALTO TALAG INECEL,1989,1993,No
M1225,-80.18333,-1.2,M,LA SIERRILLA,1989,1995,No
M1230,-80.18348889,-0.822972222,M,ESPAM-MFL- CALCETA,2010,2020,Yes
M1231,-78.65953889,-0.622647222,M,ILLINIZA-BIGROSES,2011,2018,No
M1232,-76.9375,-0.992777778,M,CONONACO,2009,2018,No
M1233,-80.72899722,-1.286875,M,CANTAGALLO-GRANJA UNESUM,2011,2021,Yes
M1234,-80.53972222,-1.3471,M,ANDIL-UNESUM,2011,2013,No
M1235,-77.81583333,-0.988888889,M,JUMANDY,,,No
M1236,-89.61694444,-0.908611111,M,SAN CRISTOBAL - DAC,,,No
M1237,-79.97777778,-3.435277778,M,SANTA ROSA - DAC,,,No
M1238,-78.62042222,-0.999338889,M,UNIVERSIDAD TÉCNICA DE COTOPAXI-UTC-CEYPSA,2012,2022,Yes
M1239,-79.420744,-1.061408,M,UNIVERSIDAD ESTATAL DE QUEVEDO-UTEQ,2008,2015,No
M1240,-78.1322,0.32978,M,IBARRA - 1,2012,2018,Yes
M1241,-80.00888889,-1.0725,M,ATASCOSO,,,No
M1242,-79.795084,-4.043996,M,EL ALMENDRAL - GRANJA ALMENDRAL,2006,2020,No
M1243,-78.598006,-1.133636,M,CUNCHIBAMBA-ITLAM (INST.LUIS A. MARTINEZ),2012,2017,No
M1244,-80.10361111,-3.661944444,M,PALMALES,2011,2016,No
M1245,-80.1425,-1.878888889,M,ISIDRO AYORA - CEDEGE,,,No
M1246,-80.060932,-3.792643,M,LAS LAJAS,2013,2014,Yes
M1247,-79.3417,-3.844333308,M,CHUQUIRIBAMBA,,,No
M1248,-78.480591,0.833356,M,EL CRISTAL,2012,2020,No
M1249,-78.731235,1.306253,M,PALESEMA,2012,2021,Yes
M1250,-78.13083333,0.600833333,M,LA CONCEPCION - GRANJA ALFONSO TADEO UPEC,2012,2018,No
M1251,-80.48698611,-1.643611111,M,BANCHAL,2012,2018,No
M1252,-79.8675,-2.135,M,SAMBORONDON - UESS,2008,2014,No
M1253,-80.02416667,-2.192499991,M,PUERTO HONDO,,,No
M1254,-79.939167,-2.078056,M,INDULAC (No se encuentra en base de datos),,,No
M1255,-79.83,-2.17,M,DURAN,2014,2016,No
M1256,-77.60527778,0.654722222,M,RANCHEROS DEL NORTE-EL CARMELO,2013,2022,Yes
M1257,-79.23333333,-2.184722222,M,HCDA. SAN RAFAEL - BUCAY,2013,2016,No
M1258,-80.3575,-1.211944444,M,CASA - LAGARTO,2013,2014,No
M1259,-79.94498056,-4.369677778,M,MACARA - 1,2013,2015,Yes
M1260,-78.569444,-1.656389,M,QUIMIAG,2013,2019,No
M1261,-78.57555556,-1.540833333,M,ILAPO,2013,2018,No
M1262,-78.93361111,-0.314166667,M,LA PALMA,2013,2018,Yes
M1263,-79.13638889,-4.863333333,M,ZUMBA,2014,2017,No
M1264,-79.13388889,-4.654166667,M,PALANDA,2014,2018,No
M1265,-77.665028,-2.876417,M,SAN JOSE DE MORONA-INAMHI-COL.REAL AUDIENCIA,2014,2016,No
M1266,-79.05845,0.156017,M,SAN MARCOS -LA CELICA,2014,2015,Yes
M1267,-79.02489,0.076677,M,PEDRO VICENTE MALDONADO-INAMHI,2014,2019,No
M1268,-79.411017,-3.482431,M,MANU,2015,2017,No
M1269,-76.87438889,-0.34025,M,SACHA-INIAP,2015,2021,Yes
M1270,-78.163444,0.454667,M,YACHAY-INIAP,2015,2016,No
M1271,-79.91733889,-2.146463881,M,GUAYAQUIL (FACULTAD CCNN),2015,2016,Yes
M1272,-79.969925,-3.254106,M,ECU-911 - MACHALA (No se encuentra en base de datos),,,No
M1273,-78.565717,-0.229912,M,LLOA,,,Yes
M1274,-78.55024444,-0.281922222,M,POLITECNICA SALESIANA-CAMPUS SUR,2017,2019,Yes
M1275,-79.271944,-3.239444,M,SANTA ISABEL - BELLAVISTA (No se encuentra en base de datos),,,No
M1277,-78.179028,0.080389,M,TUPIGACHI (No registrada en base de datos de Jacqueline),,,No
M1278,-78.221444,0.091139,M,SAN JOSE ALTO - MOJANDA (No registrada en base de datos de Jacqueline),,,No
M1376,-78.147,0.019694,M,CAYAMBE - JUAN MONTALVO (No registrada en base de datos de Jacqueline),,,No
M5001,-78.81622222,-3.075138864,M,GUALIL,,,No
M5003,-77.99,-0.076388889,M,LAGUNA DE YANACOCHA,,,No
M5004,-76.9375,-0.992777778,M,CONONACO,,,No
M5005,-77.59591667,-0.667944444,M,SUMACO,,,No
M5006,-78.09083333,-1.211111111,M,OYACACHI,,,No
M5007,-79.31416667,-0.413611111,M,ESPE SANTO DOMINGO,,,No
M5008,-77.86841666,-0.578305548,M,COSANGA,,,No
M5009,-77.90227778,-0.628,M,EL ALISO,,,No
M5010,-77.78302777,-0.732027768,M,NARUPA,,,No
M5011,-77.59583333,-0.667777777,M,PACTO SUMACO,,,No
M5012,-77.90833333,-0.373611111,M,VERDE SUMACO,,,No
M5013,-77.21083333,-0.094444444,M,SUPAYACU,,,No
M5014,-78.1525,-0.230555556,M,SALVE FACCHA,,,No
M5015,-78.28722223,-0.743888881,M,HACIENDA SECAS,,,No
M5016,-78.71055556,-2.646666667,M,VIRGEN DEL CORRAL,,,No
M5017,-78.69416667,-2.973055556,M,MAYLAS,,,No
M5018,-79.95777778,-0.651111111,M,RIO MOSQUITO,,,No
M5019,-79.95055556,-0.651111111,M,LA CARMELITA,,,No
M5021,-78.11065774,-0.18835892,M,YURACFACCHA - OYACACHI,,,No
M5022,-78.14778581,-0.32484526,P,CONTROL BAÑOS,,,No
M5023,-78.14117249,-0.37813756,P,PAPALLACTA,,,No
M5024,-78.19607762,-0.379493,P,EL TAMBO,,,No
M5025,-78.19847911,-0.33373332,M,LA VIRGEN PAPALLACTA,,,No
M5026,-78.44334571,-0.5638238,M,COTOPAXI CONTROL NORTE,,,No
M5027,-78.66113349,-0.57601117,M,LOMAHURCO,,,No
M5028,-78.39071414,-0.48330906,M,HCDA PRADO MIRANDA,,,No
M5029,-78.33336768,-0.50165975,M,EL CARMEN,,,No
M5030,-78.35721535,-0.41833358,P,HCDA GORDILLO,,,No
M5031,-78.2105414,-0.09479311,M,CHUMILLOS,,,No
M5032,-78.15805556,-0.493611111,M,NEVADO ANTIZANA-SAMAE-2,,,No
M5033,-78.16019445,-0.494888883,M,MORRENA 12,,,No
M5034,-78.21383334,-0.512666661,M,HUMBOLDT,,,No
M5035,-78.491667,-0.104444,M,COTOCOLLAO - MUNICIPIO QUITO,,,No
M5036,-78.475,-0.092222,M,CARAPUNGO,,,No
M5037,-78.487222,-0.174444,M,BELISARIO - REMMAQ-SA,,,No
M5038,-78.505833,-0.25,M,EL CAMAL - MUNICIPIO QUITO,,,No
M5039,-78.550833,-0.325,M,GUAMANI,,,No
M5040,-78.4,-0.205833,M,TUMBACO,,,No
M5041,-78.455833,-0.3,M,LOS CHILLOS,,,No
M5042,-78.453056,-0.015,M,SAN ANTONIO - EPMAPS QUITO,,,No
M5043,-78.35333333,-0.075,M,GUAYLLABAMBA -EPMAPS QUITO,,,No
M5044,-78.30406944,-0.160952778,M,YARUQUI -EPMAPS QUITO,,,No
M5045,-78.13903611,-0.377241667,M,PAPALLACTA-EPMAPS,,,No
M5046,-78.22587778,-0.542252778,M,LA MICA,,,No
M5047,-78.14787778,-0.518125,M,ANTISANA SAN SIMON-EPMAPS,,,No
M5048,-78.19721667,-0.600297222,M,ANTISANA RAMON HUANUNA-EPMAPS,,,No
M5049,-78.41194444,-0.388611111,M,IASA - EPMAPS QUITO,,,No
M5050,-78.52111111,-0.33,M,EL TROJE - EPMAPS QUITO,,,No
M5052,-78.35545556,-0.748386111,M,COTOPAXI TAMBO 2A-EPMAPS,,,No
M5053,-78.34833333,-0.671491667,M,COTOPAXI MAUCATAMBO EPMAPS QUITO,,,No
M5054,-78.53333333,-0.134444444,M,RUMIHURCO MACHANGARA -EPMAPS QUITO,,,No
M5055,-78.51666667,-0.175833333,M,RUMIPAMBA BODEGAS - EPMAPS QUITO,,,No
M5056,-78.525,-0.2025,M,TOCTIUCO - EPMAPS QUITO,,,No
M5057,-78.49055556,-0.233055556,M,PUENGASI -EPMAPS QUITO,,,No
M5058,-78.555,-0.366111111,M,IZOBAMBA - EPMAPS QUITO,,,No
M5059,-78.58333333,-0.274722222,M,CHILLOGALLO - EPMAPS QUITO,,,No
M5060,-78.5675,-0.244722222,M,EL CINTO,,,No
M5061,-78.37611111,-0.369722222,M,PINTAG -EPMAPS QUITO,,,No
M5062,-75.59583333,-0.823055556,M,YASUNI ANANGU,,,No
M5063,-75.59508333,-1.543972222,M,YASUNI-CONONACO,,,No
M5074,-78.22068564,-0.16518,M,PUNTAS,,,No
M5075,-78.26388296,-0.29027521,M,ITULCACHI,,,No
M5076,-78.40224661,-0.61684014,P,PNC - POTRERILLOS,,,No
M5077,-78.6893343,-0.62949377,P,REI,,,No
M5078,-78.31709879,-0.24091713,P,PIFO,,,No
M5079,-79.90444444,-2.27,M,INOCAR-INOCAR,,,No
M5080,-79.53611111,-1.767777778,M,BABAHOYO-INOCAR,,,No
M5081,-79.99194444,-1.758611111,M,EL MANGLE-INOCAR,,,No
M5082,-79.65,0.983333333,M,ESMERALDAS-INOCAR,,,No
M5083,-80.72277778,-2.216111111,M,LA LIBERTAD-INOCAR,,,No
M5084,-89.65194444,-0.905555556,M,SAN CRISTOBAL-INOCAR,,,No
M5085,-80.72277778,-0.935,M,MANTA-INOCAR,,,No
M5086,-76.07083333,-0.456111111,M,PANACOCHA-INOCAR,,,No
M5087,-79.61944444,-2.689722222,M,NARANJAL-INOCAR,,,No
M5088,-77.95423,0.10126,M,SAN MARCOS-PICHINCHA,2001,2001,No
M5089,-79.32477778,-2.81177776,M,EL TABLON - LAS CUEVAS,,,No
M5090,-79.502566,-2.528648,M,LA LAMPADA,,,Yes
M5091,-79.30755556,-2.580222208,M,TANZARAY,,,No
M5092,-79.12725,-2.531111095,M,GUALLETURO,,,No
M5093,-78.91738889,-2.480666649,M,CHACAPAMBA,,,No
M5094,-78.78433333,-2.621527759,M,COCHAHUMA,,,No
M5095,-78.97955556,-2.584694424,M,ESCUDILLA,,,No
M5096,-79.40894444,-2.743083319,M,CHIPLA,,,No
M5098,-78.48056389,-0.162269444,M,JIPIJAPA - MUNICIPIO QUITO,,,No
M5099,-78.53075,-0.28175,M,SOLANDA - EPMAPS,,,No
M5100,-78.29122778,-0.111283333,M,EL QUINCHE - EPMAPS,,,No
M5101,-78.43336667,-0.077783333,M,CALDERON - EPMAPS QUITO,,,No
M5102,-78.43108889,-0.212397222,M,CUMBAYA -EPMAPS,,,No
M5103,-79.003108,-2.897464,M,EMOV - EP CUENCA,,,No
M5104,-78.43251944,-0.044130556,M,RADAR- TANQUE DE AGUA SAN JUAN DE CALDERON ALTO,,,No
M5105,-78.47785,-0.235525,M,RADAR - APROXIMACION DE MONJAS,,,No
M5106,-78.52258333,-0.333394444,M,RADAR / PLANTA DE TRATAMIENTO DE AGUA POTABLE EL TROJE,,,No
M5107,-78.7124,-1.488611111,M,URBINA - INER,,,No
M5108,-78.5725,-1.658888889,M,PURUHA - INER,,,No
M5109,-78.78314,-1.63723,M,SAN JUAN,,,No
M5110,-78.997,-2.6096,M,MULTITUD - INER,,,No
M5111,-78.62630556,-1.74775,M,TUNSHI - ESPOCH -INER,,,No
M5112,-78.62642778,-1.747438889,M,CIENCIAS - ESPOCH  -INER,,,No
M5113,-78.5416,-1.86949,M,ALAO,,,No
M5114,-78.76036944,-2.157636111,M,PISHILLI YACUPUNGO - INER,,,No
M5116,-79.16429,-2.21039,M,CUMANDÁ - INER,,,No
M5124,-78.388639,-0.616111,M,CAMPO ALEGRE,,,No
M5125,-78.25941667,-0.503777769,M,GUAMANI-ANTISANA,,,Yes
M5126,-78.23306404,-0.49091836,M,JATUNHUAYCO,,,No
M5127,-78.42944445,-0.600211106,M,CANAL ALUMIES,,,No
M5128,-78.368889,-0.625278,M,MUDADERO,,,No
M5129,-78.36460556,-0.662019441,M,YANGAHUAGRA,,,No
M5130,-78.18561111,-0.310444444,M,GUAMANI-ANTENAS,,,No
M5131,-79.85818889,-2.287008318,M,CAMARONERA-SONGA,,,No
M5132,-79.94045278,-2.089127771,M,COE-MONTE BELLO,,,No
M5133,-79.8334,-2.169499985,M,CUERPO DE BOMBEROS DIVINO NIÑO-DURAN,,,Yes
M5134,-79.95413611,-3.25930276,M,MINISTERIO DE SALUD MACHALA-SNEM,,,Yes
M5135,-80.227516,-3.482122,M,HOSPITAL PUBLICO-HUAQUILLAS,,,Yes
M5136,-79.619175,-3.720098,M,COLEGIO 13 DE MAYO-PORTOVELO,,,No
M5137,-79.62538056,-3.681169422,M,ZARUMA,,,Yes
M5138,-78.696111,-2.402222,M,JUBAL -INER,,,No
M5139,-78.599611,-2.255056,M,OZOGOCHE- INER,,,No
M5140,-78.77002778,-2.287888889,M,ACHUPALLAS - UNACH,,,No
M5141,-79.927864,-0.846833,M,MEMBRILLO - SENAGUA,,,No
M5142,-79.9494,-0.594444,M,SAN FRANCISCO - SENAGUA,,,No
M5143,-80.1536,-0.568006,M,LA BARRANCA - SENAGUA,,,No
M5144,-80.551794,-1.071756,M,EPAM PEAJE CARRETERA - SENAGUA,,,No
M5145,-80.316667,-0.952722,M,DANZARIN BUENOS AIRES - SENAGUA,,,No
M5146,-80.476472,-1.231892,M,LOS ALGODONES,,,No
M5147,-77.861065,-0.950173,M,UNIVERSIDAD REGIONAL AMAZONICA-IKIAM,,,No
M5148,-78.269278,-0.820473,M,CHALUPAS-IKIAM,,,No
M5149,-78.7547,-0.4593,M,CAMPAMENTO DE LA EMPRESA HyH,,,No
M5150,-78.4859,-0.2436,M,PEAJE AUTOPISTA GRAL RUMIÑAHUI,,,No
M5151,-78.78844445,-1.489666658,M,GLACIAR 11 CHIMBORAZO,,,No
M5152,-78.7885,-1.4064,M,GLACIAR SUROESTE CARIHUAIRAZO,,,No
M5153,-80.00583,-2.13041,M,MONTE SINAI,,,No
M5154,-79.8778,-2.1814,M,SEDE SANTA ANA-TANQUE  AAPP-EMAPAG,,,No
M5155,-79.88471,-2.23977,M,LA PRADERA,,,No
M5156,-79.9181,-2.2064,M,LA CHALA EB AASS-EMAPAG,,,No
M5157,-79.9572,-2.2094,M,PANTANOS SECOS.EMAPAG,,,No
M5158,-79.9831,-2.1122,M,SERGIO TORAL-TANQUE AAPP-EMAPAG,,,No
M5159,-79.88167,-2.11694,M,GUAYACANES SAMANES-LAGUNA-EMAPAG,,,No
M5160,-79.89589,-2.08194,M,MUCHO LOTE II-EB AASS-EMAPAG,,,No
M5161,-79.97621,-2.05601,M,MI LOTE-TANQUE AAPP-EMAPAG,,,No
M5162,-79.99787,-2.1855,M,TERRANOSTRA II-PTAR-EMAPAG,,,No
M5163,-79.92285,-2.11617,M,BOMBEO C4-EB AASS-EMAPAG,,,No
M5164,-79.94635,-2.18558,M,JAVIER SALITRAL-EB AASS-EMAPAG,,,No
M5165,-79.8756,-2.2594,M,GUASMO NORTE-KARTODROMO-EMAPAG,,,No
M5166,-79.9253167,-2.2484444,M,ISLA TRINITARIA-CAMI TRINIPUERTO MUNICIPAL-EMAPAG,,,No
M5167,-79.916181,-2.223174,M,CISNE II-CAMI MUNICIPAL-EMAPAG,,,No
M5168,-79.9623972,-2.1211806,M,NUEVA PROSPERINA-RESERVORIO INTERAGUA-EMAPAG,,,No
M5169,-79.968925,-2.083791,M,FLOR DE BASTION BLOQUE 22-ZUMAR-(PARQUE METROPOLITANO)-EMAPAG,,,No
M5170,-79.929825,-2.0900139,M,BASTION POPULAR-ZUMAR-EMAPAG,,,No
M5171,-79.92529,-2.16957,M,EL PARAISO-TANQUE AAPP-EMAPAG,,,No
M5172,-78.51,-0.22,M,EL CENTRO - REMMAQ_SA,,,No
M5178,-78.58760121,-0.19010428,M,TAYANGO GUAGUA PICHINCHA,,,No
M5179,-78.23214718,-0.30670516,M,PALUGUILLO,,,No
M5180,-78.60179106,-0.318184,M,ATACAZO,,,No
M5181,-78.586073,-0.179237,P,YURACYACU GUAGUA PICHINCHA,,,No
M5182,-79.78969444,-2.996194444,M,TENGUEL,,,No
M5183,-79.90766667,-2.739972222,M,PUNA,,,No
M5184,-80.26011111,-2.7135,M,POSORJA,,,No
M5185,-80.3638,-2.4055,M,PROGRESO,,,No
M5186,-78.761056,-1.713361,M,CAJABAMBA,,,No
M5187,-77.472864,-0.137408,M,EMBALSE CENTRAL-Embalse Compensador - CCS,,,No
M5188,-78.024423,-0.416035,M,Cuyuja Toma Papallacta - CCS,,,No
M5189,-77.455732,-0.130938,M,Casa de Máquinas central - CCS,,,No
M5190,-77.683036,-0.198858,M,Captación Central - CCS,,,No
M5192,-78.775114,0.236715,M,EL CHONTAL,,,Yes
M5193,-78.69459,-1.53216,M,CHOCAVI,,,No
M5194,-78.50395,-1.55566,M,MATUS,,,No
M5195,-78.67752,-1.654602,M,RIOBAMBA-POLITECNICA-CIENCIAS,,,No
M5196,-78.97089,-2.12579,M,MULTITUD,,,No
M5197,-78.57183,-1.66015,M,QUIMIAG,,,No
M5198,-78.76034,-2.15753,M,TIXAN,,,No
M5199,-78.62843,-1.75105,M,TUNSHI,,,Yes
M5201,-78.15118264,-0.470192762,M,ANTISANA-ORE,,,Yes
M5259,-78.07787,0.12898,,OLMEDO-GADPP,,,No
Mxxxx,-78.07787,0.12898,M,***Nueva**** Olmedo-GADP Pichincha,,,No
MZZ24,-78.352816,-0.140504,M,TABABELA,,,No
